"subscription_length","vehicle_age","customer_age","region_density","airbags","displacement","cylinder","turning_radius","length","width","gross_weight","ncap_rating"
1.3,0.4,43,4990,2,796,3,4.6,3445,1515,1185,0
0.4,0.6,52,17804,2,796,3,4.6,3445,1515,1185,0
0.8,0.4,39,27003,2,1197,4,4.8,3845,1735,1335,2
9.9,1,35,7788,2,796,3,4.6,3445,1515,1185,0
1,2.6,44,4076,2,1199,3,5.1,3993,1811,1660,5
10.7,0.4,35,6112,2,1498,4,4.9,3995,1695,1051,4
12.1,1,36,34791,2,1197,4,4.8,3845,1735,1335,2
12.3,2,49,7788,6,1493,4,5.2,4300,1790,1720,3
1.4,0.2,50,73430,2,796,3,4.6,3445,1515,1185,0
10.2,3.4,48,8794,6,1493,4,5.2,4300,1790,1720,3
0.9,2.6,36,34738,2,1197,4,4.8,3845,1735,1335,2
1.4,1.2,36,27003,6,1493,4,5.2,4300,1790,1720,3
11.5,2.4,40,5410,6,1493,4,5.2,4300,1790,1720,3
9,0.2,36,8794,1,1196,4,4.5,3675,1475,1510,0
0.2,1.6,40,8794,6,1197,4,4.85,3990,1745,1410,0
9.9,3.4,43,6112,6,1493,4,5.2,4300,1790,1720,3
0.8,1.6,40,6112,6,1197,4,4.85,3990,1745,1410,0
4.7,0.6,49,4076,2,998,3,4.7,3655,1620,1340,2
2.6,4.4,39,8794,6,1493,4,5.2,4300,1790,1720,3
4.2,1,35,34738,2,998,3,4.7,3655,1620,1340,2
11.8,0.2,36,5410,2,998,3,4.7,3655,1620,1340,2
8.4,0.2,38,73430,2,796,3,4.6,3445,1515,1185,0
6.8,0.6,47,73430,6,1493,4,5.2,4300,1790,1720,3
0.4,0.2,57,27003,2,796,3,4.6,3445,1515,1185,0
5.7,0,64,21622,6,1493,4,5.2,4300,1790,1720,3
0.3,0.2,37,4990,2,796,3,4.6,3445,1515,1185,0
8.8,0,44,65567,2,1197,4,4.8,3845,1735,1335,2
10.9,2,49,34738,6,1197,4,4.85,3990,1745,1410,0
12.1,5.2,37,4076,2,999,3,5,3731,1579,1155,2
1.9,1.4,48,8794,2,1497,4,5,3990,1755,1490,5
10.1,1.4,39,27003,2,999,3,5,3731,1579,1155,2
8.1,0.6,62,27003,2,998,3,4.7,3655,1620,1340,2
7.8,2.6,47,27003,6,1493,4,5.2,4300,1790,1720,3
5.1,2,49,13051,2,998,3,4.7,3655,1620,1340,2
10.4,0.8,40,27003,6,1493,4,5.2,4300,1790,1720,3
11.9,2.8,36,8794,2,1498,4,4.9,3995,1695,1051,4
3.6,0,49,4076,2,1497,4,5,3990,1755,1490,5
10.1,0.8,49,4076,2,796,3,4.6,3445,1515,1185,0
5.6,0.2,37,13051,2,1498,4,4.9,3995,1695,1051,4
11.5,1,36,5410,2,999,3,5,3731,1579,1155,2
12.2,2.6,58,8794,6,1493,4,5.2,4300,1790,1720,3
1.6,0.2,38,27003,2,796,3,4.6,3445,1515,1185,0
5.6,2.6,47,4076,2,998,3,4.7,3655,1620,1340,2
5.2,1,37,8794,2,1197,4,4.8,3845,1735,1335,2
0.9,0.2,35,73430,2,998,3,4.7,3655,1620,1340,2
0.4,2.6,41,8794,6,1493,4,5.2,4300,1790,1720,3
5.8,0.2,56,17804,2,796,3,4.6,3445,1515,1185,0
4.4,0,49,4076,2,796,3,4.6,3445,1515,1185,0
1.9,0.8,40,4990,2,1197,4,4.8,3845,1735,1335,2
5.2,0.6,51,27003,2,796,3,4.6,3445,1515,1185,0
7.7,0.4,51,34791,2,998,3,4.7,3655,1620,1340,2
0.3,3,46,34791,6,1197,4,4.85,3990,1745,1410,0
10.4,2.4,39,6108,6,1493,4,5.2,4300,1790,1720,3
10.1,0.2,37,8794,6,1493,4,5.2,4300,1790,1720,3
7.7,1.4,42,8794,2,1197,4,4.8,3845,1735,1335,2
1.5,0.6,36,27742,2,796,3,4.6,3445,1515,1185,0
0.8,3,43,8794,2,1197,4,4.8,3845,1735,1335,2
7.8,0.4,46,8794,2,1197,4,4.8,3845,1735,1335,2
5.1,2.6,39,6112,2,1197,4,4.8,3845,1735,1335,2
10.2,0.6,43,5410,6,1493,4,5.2,4300,1790,1720,3
10.8,1.2,49,4076,2,998,3,4.7,3655,1620,1340,2
3.1,0,49,7788,2,1498,4,4.9,3995,1695,1051,4
12.2,0.8,43,8794,6,1493,4,5.2,4300,1790,1720,3
9.3,1,39,27003,6,1493,4,5.2,4300,1790,1720,3
8.2,1.4,46,8794,2,1197,4,4.8,3845,1735,1335,2
10.8,0.8,49,27003,2,1197,4,4.8,3845,1735,1335,2
7.5,1,50,27003,2,998,3,4.7,3655,1620,1340,2
7.9,2.2,39,34791,2,1197,4,4.8,3845,1735,1335,2
12.4,2.4,47,27003,6,1197,4,4.85,3990,1745,1410,0
0.1,0,60,34738,2,796,3,4.6,3445,1515,1185,0
4.3,0.8,57,34738,2,796,3,4.6,3445,1515,1185,0
5.5,1.4,35,34791,2,999,3,5,3731,1579,1155,2
0.9,2.4,39,6112,2,1197,4,4.8,3845,1735,1335,2
2.7,3.2,38,27003,6,1493,4,5.2,4300,1790,1720,3
0.8,2.8,53,34791,6,1493,4,5.2,4300,1790,1720,3
11,3.6,42,4076,6,1493,4,5.2,4300,1790,1720,3
1,3.8,42,27742,2,796,3,4.6,3445,1515,1185,0
0.7,3.4,47,4076,6,1493,4,5.2,4300,1790,1720,3
10.5,2.6,52,8794,6,1493,4,5.2,4300,1790,1720,3
8,0.2,40,6108,2,796,3,4.6,3445,1515,1185,0
0.6,0,40,4076,6,1493,4,5.2,4300,1790,1720,3
1,0,37,73430,2,1197,4,4.8,3995,1735,1335,2
0.1,0.4,53,4990,2,796,3,4.6,3445,1515,1185,0
2.5,0.8,49,73430,2,1197,4,4.8,3845,1735,1335,2
10.4,1.4,35,7788,6,1493,4,5.2,4300,1790,1720,3
12.3,0.6,43,7788,6,1197,4,4.85,3990,1745,1410,0
0.9,1.2,45,27003,6,1493,4,5.2,4300,1790,1720,3
7.7,4.4,48,8794,6,1493,4,5.2,4300,1790,1720,3
4.4,0.4,44,8794,2,796,3,4.6,3445,1515,1185,0
1.4,0,40,4076,2,796,3,4.6,3445,1515,1185,0
1.8,3,44,7788,6,1493,4,5.2,4300,1790,1720,3
2.6,0.6,47,27003,2,999,3,5,3731,1579,1155,2
4.3,0.2,50,27003,2,796,3,4.6,3445,1515,1185,0
5.8,0.8,42,27003,6,1493,4,5.2,4300,1790,1720,3
0.8,0,41,17804,2,998,3,4.7,3655,1620,1340,2
10.4,0,49,8794,2,1197,4,4.8,3845,1735,1335,2
0.8,2.8,39,73430,2,1197,4,4.8,3845,1735,1335,2
10.3,2,45,27742,6,1493,4,5.2,4300,1790,1720,3
10.9,0.2,44,8794,6,1493,4,5.2,4300,1790,1720,3
9.5,0.6,43,8794,6,1493,4,5.2,4300,1790,1720,3
0.1,0,61,8794,6,1493,4,5.2,4300,1790,1720,3
0.8,2.4,35,290,6,1493,4,5.2,4300,1790,1720,3
10.8,1,57,6112,2,998,3,4.7,3655,1620,1340,2
10.2,1.8,48,34738,2,1197,4,4.8,3995,1735,1335,2
9.4,0,41,27003,2,1197,4,4.8,3995,1735,1335,2
9.1,2,36,6112,6,1197,4,4.85,3990,1745,1410,0
5.9,0.8,52,34738,2,796,3,4.6,3445,1515,1185,0
10.5,1.6,37,8794,2,1197,4,4.8,3845,1735,1335,2
5.2,1.2,53,16206,2,998,3,4.7,3655,1620,1340,2
2.9,0.2,40,8794,2,796,3,4.6,3445,1515,1185,0
0.6,4.2,42,8794,6,1493,4,5.2,4300,1790,1720,3
5.1,0.2,52,4076,2,1197,4,4.8,3845,1735,1335,2
12.5,1,49,5410,6,1197,4,4.85,3990,1745,1410,0
5.5,1.2,45,73430,2,998,3,4.7,3655,1620,1340,2
2.5,1.6,46,27003,2,796,3,4.6,3445,1515,1185,0
1.9,0.4,40,34738,2,1197,4,4.8,3845,1735,1335,2
7.3,0.2,50,27742,2,1197,4,4.8,3845,1735,1335,2
8.1,3.2,37,8794,2,1197,4,4.8,3845,1735,1335,2
5.7,1,47,34738,6,1493,4,5.2,4300,1790,1720,3
0.3,0,47,27003,2,796,3,4.6,3445,1515,1185,0
0.4,1.6,35,7788,2,1197,4,4.8,3845,1735,1335,2
4.9,0.6,35,27003,2,796,3,4.6,3445,1515,1185,0
5.6,2,60,8794,2,1197,4,4.8,3845,1735,1335,2
0.9,2.4,36,34738,2,1197,4,4.8,3845,1735,1335,2
8.9,0.4,43,5410,2,796,3,4.6,3445,1515,1185,0
8.1,0.6,50,27003,2,796,3,4.6,3445,1515,1185,0
0.5,2.4,47,8794,2,1199,3,5.1,3993,1811,1660,5
0.2,0,46,8794,6,1493,4,5.2,4300,1790,1720,3
11.6,3.4,53,4076,2,998,3,4.7,3655,1620,1340,2
10.1,1.4,43,34791,2,1197,4,4.8,3845,1735,1335,2
4.2,3,44,8794,6,1493,4,5.2,4300,1790,1720,3
4.9,2.6,42,7788,2,1197,4,4.8,3845,1735,1335,2
2.1,0.8,40,4990,2,1497,4,5,3990,1755,1490,5
11,3,57,8794,2,1197,4,4.8,3845,1735,1335,2
0.2,1.4,36,8794,2,1197,4,4.8,3845,1735,1335,2
5.7,1,49,4076,6,1493,4,5.2,4300,1790,1720,3
4.1,1,62,8794,1,1196,4,4.5,3675,1475,1510,0
3.1,2.2,52,27003,2,1197,4,4.8,3845,1735,1335,2
3.8,2.8,51,34738,1,1196,4,4.5,3675,1475,1510,0
4,1,35,6108,2,796,3,4.6,3445,1515,1185,0
0,2.2,44,34738,2,998,3,4.7,3655,1620,1340,2
1.6,1.8,39,27003,2,1197,4,4.8,3845,1735,1335,2
2.6,0.2,58,34738,2,796,3,4.6,3445,1515,1185,0
10.4,3.4,43,27003,2,1197,4,4.8,3845,1735,1335,2
10.4,1.2,51,8794,6,1493,4,5.2,4300,1790,1720,3
5.3,0,41,34738,6,1493,4,5.2,4300,1790,1720,3
4.1,0.2,57,34738,1,1196,4,4.5,3675,1475,1510,0
3.1,2.4,41,8794,2,1197,4,4.8,3845,1735,1335,2
11.7,2.4,47,13051,6,1493,4,5.2,4300,1790,1720,3
0.8,0,37,8794,2,998,3,4.7,3655,1620,1340,2
6.6,1.6,51,8794,6,1493,4,5.2,4300,1790,1720,3
1.2,0.2,40,4990,2,1197,4,4.8,3845,1735,1335,2
9.3,1.8,41,8794,6,1493,4,5.2,4300,1790,1720,3
0.9,1.6,40,34738,2,1498,4,4.9,3995,1695,1051,4
1,3.8,45,27003,2,1498,4,4.9,3995,1695,1051,4
11.3,2.4,42,27003,2,1197,4,4.8,3845,1735,1335,2
0.7,3.6,51,8794,6,1493,4,5.2,4300,1790,1720,3
7.7,0,47,34738,2,1197,4,4.8,3845,1735,1335,2
0.1,0.2,51,8794,6,1493,4,5.2,4300,1790,1720,3
0.9,0.4,47,5410,6,1493,4,5.2,4300,1790,1720,3
11.5,0.2,54,8794,2,1498,4,4.9,3995,1695,1051,4
10.5,0.4,56,34738,2,1197,4,4.8,3845,1735,1335,2
9.4,3.4,43,8794,2,1197,4,4.8,3845,1735,1335,2
12.1,2.2,49,27003,6,1493,4,5.2,4300,1790,1720,3
10.4,1.6,45,34791,2,1197,4,4.8,3845,1735,1335,2
0.4,0.4,60,34738,2,796,3,4.6,3445,1515,1185,0
8.6,0.8,53,34738,2,796,3,4.6,3445,1515,1185,0
11.7,0,53,27003,2,1197,4,4.8,3845,1735,1335,2
0.1,2.2,36,4076,2,998,3,4.7,3655,1620,1340,2
0.7,0,44,4076,2,796,3,4.6,3445,1515,1185,0
9.3,2,41,17804,6,1493,4,5.2,4300,1790,1720,3
7.9,0.6,36,8794,6,1493,4,5.2,4300,1790,1720,3
0.3,0.4,36,4076,2,796,3,4.6,3445,1515,1185,0
3.8,0.6,40,17804,2,1197,4,4.8,3845,1735,1335,2
11.5,0.8,52,34738,6,1493,4,5.2,4300,1790,1720,3
5.4,0.2,58,4076,6,1493,4,5.2,4300,1790,1720,3
12.1,3.2,50,8794,6,1493,4,5.2,4300,1790,1720,3
7.4,0.2,52,35036,2,796,3,4.6,3445,1515,1185,0
2.6,3.6,39,73430,1,1196,4,4.5,3675,1475,1510,0
1,0,40,17804,2,796,3,4.6,3445,1515,1185,0
8.7,3.4,37,27003,2,1197,4,4.8,3845,1735,1335,2
0.8,1.2,45,5410,2,796,3,4.6,3445,1515,1185,0
11.6,2.6,42,34738,2,1197,4,4.8,3845,1735,1335,2
12.4,3.2,40,8794,2,1197,4,4.8,3845,1735,1335,2
0.9,1.4,47,8794,6,1493,4,5.2,4300,1790,1720,3
11,0.8,53,34791,2,1197,4,4.8,3845,1735,1335,2
10,1.4,53,73430,2,999,3,5,3731,1579,1155,2
1.1,1.6,40,21622,6,1493,4,5.2,4300,1790,1720,3
1,1.2,41,290,2,1197,4,4.8,3845,1735,1335,2
1.1,0.6,46,34738,2,796,3,4.6,3445,1515,1185,0
10.9,2.8,48,34738,2,999,3,5,3731,1579,1155,2
5,1.8,61,8794,6,1493,4,5.2,4300,1790,1720,3
2.6,0.2,48,4990,2,796,3,4.6,3445,1515,1185,0
4.9,2.4,36,8794,6,1493,4,5.2,4300,1790,1720,3
9,0.2,52,34738,2,796,3,4.6,3445,1515,1185,0
0.2,0,51,27003,2,796,3,4.6,3445,1515,1185,0
11.5,0.8,51,8794,6,1493,4,5.2,4300,1790,1720,3
8.3,0.2,46,34738,2,796,3,4.6,3445,1515,1185,0
11.7,2.4,48,8794,2,1197,4,4.8,3845,1735,1335,2
0.8,3.4,35,34738,1,1196,4,4.5,3675,1475,1510,0
9.8,0.4,40,8794,2,999,3,5,3731,1579,1155,2
3.2,0.8,40,34738,2,796,3,4.6,3445,1515,1185,0
6.3,1.8,36,6108,2,796,3,4.6,3445,1515,1185,0
1.6,2.8,45,34738,2,1197,4,4.8,3845,1735,1335,2
6.7,3.4,47,8794,6,1493,4,5.2,4300,1790,1720,3
4.5,3.6,41,8794,2,1197,4,4.8,3845,1735,1335,2
3.2,2.8,39,34791,2,1197,4,4.8,3845,1735,1335,2
7.4,0.4,44,34738,2,796,3,4.6,3445,1515,1185,0
12,0.8,43,27003,2,1197,4,4.8,3845,1735,1335,2
4.9,1,35,27003,2,1197,4,4.8,3845,1735,1335,2
3.3,0,43,4076,2,796,3,4.6,3445,1515,1185,0
10.7,2.2,52,8794,6,1493,4,5.2,4300,1790,1720,3
1.2,0.4,50,34738,2,796,3,4.6,3445,1515,1185,0
0.7,3,39,17804,1,1196,4,4.5,3675,1475,1510,0
11.1,2.4,35,8794,2,1197,4,4.8,3995,1735,1335,2
8,3.6,41,8794,6,1493,4,5.2,4300,1790,1720,3
6.5,2.6,48,5410,6,1493,4,5.2,4300,1790,1720,3
6.7,0.4,38,73430,2,796,3,4.6,3445,1515,1185,0
9.9,0.2,49,7788,2,796,3,4.6,3445,1515,1185,0
5.6,0,52,73430,6,1197,4,4.85,3990,1745,1410,0
10.8,0.8,35,8794,2,1197,4,4.8,3845,1735,1335,2
1.6,2.8,42,8794,2,1197,4,4.8,3845,1735,1335,2
5.3,1.2,43,34738,2,1197,4,4.8,3845,1735,1335,2
1.7,0.2,52,5410,2,796,3,4.6,3445,1515,1185,0
11.4,2.2,36,17804,2,998,3,4.7,3655,1620,1340,2
11.9,1.6,48,8794,2,1197,4,4.8,3845,1735,1335,2
5.5,4,43,8794,2,1197,4,4.8,3845,1735,1335,2
10.1,0.2,61,7788,6,1197,4,4.85,3990,1745,1410,0
10,1.6,57,5410,6,1493,4,5.2,4300,1790,1720,3
0.8,0.4,41,4990,2,999,3,5,3731,1579,1155,2
0.6,0,50,4076,2,796,3,4.6,3445,1515,1185,0
2.2,1,46,65567,2,796,3,4.6,3445,1515,1185,0
9.2,0.2,49,34738,2,796,3,4.6,3445,1515,1185,0
1.2,0.6,49,5410,2,796,3,4.6,3445,1515,1185,0
2.1,0.2,36,5410,2,796,3,4.6,3445,1515,1185,0
5.9,1.8,53,4076,2,1197,4,4.8,3995,1735,1335,2
1.4,1.2,42,4076,2,796,3,4.6,3445,1515,1185,0
0.9,2.6,48,4076,2,999,3,5,3731,1579,1155,2
3.2,0.6,35,4076,2,796,3,4.6,3445,1515,1185,0
4.7,0.4,49,5410,2,796,3,4.6,3445,1515,1185,0
7,2.8,36,8794,6,1493,4,5.2,4300,1790,1720,3
10.7,0.4,62,8794,6,1493,4,5.2,4300,1790,1720,3
0.7,0,39,4076,2,796,3,4.6,3445,1515,1185,0
4.9,2.2,53,4990,2,1197,4,4.8,3845,1735,1335,2
1.7,0.4,53,8794,6,1493,4,5.2,4300,1790,1720,3
10.7,3.6,61,6112,2,998,3,4.7,3655,1620,1340,2
11.3,0.2,40,4076,2,796,3,4.6,3445,1515,1185,0
3.5,1,37,4076,6,1493,4,5.2,4300,1790,1720,3
7.7,1,37,8794,6,1493,4,5.2,4300,1790,1720,3
5.1,0.8,47,8794,2,1197,4,4.8,3845,1735,1335,2
10.7,1.4,41,8794,6,1493,4,5.2,4300,1790,1720,3
0.1,0.8,39,8794,6,1493,4,5.2,4300,1790,1720,3
10.6,0.2,45,8794,6,1493,4,5.2,4300,1790,1720,3
2.3,1,39,27003,2,999,3,5,3731,1579,1155,2
11,0.6,43,8794,2,1197,4,4.8,3845,1735,1335,2
11.5,0.4,52,34738,2,796,3,4.6,3445,1515,1185,0
0.2,1.8,37,8794,2,1197,4,4.8,3845,1735,1335,2
0.3,0,40,4990,2,796,3,4.6,3445,1515,1185,0
11.9,0.2,35,34738,2,1498,4,4.9,3995,1695,1051,4
2.3,1.6,61,17804,2,796,3,4.6,3445,1515,1185,0
4.7,1.6,41,8794,2,998,3,4.7,3655,1620,1340,2
0.1,0.2,45,34738,2,796,3,4.6,3445,1515,1185,0
7.3,1.6,35,65567,2,796,3,4.6,3445,1515,1185,0
5.5,0,42,8794,2,1197,4,4.8,3845,1735,1335,2
0.7,1.6,40,5410,6,1493,4,5.2,4300,1790,1720,3
10.5,1.4,39,27742,6,1493,4,5.2,4300,1790,1720,3
2.9,2.4,45,27003,2,1197,4,4.8,3845,1735,1335,2
12.3,1.6,35,73430,2,1197,4,4.8,3995,1735,1335,2
12.4,0.4,43,7788,2,1197,4,4.8,3845,1735,1335,2
2.8,0.8,48,65567,2,1197,4,4.8,3845,1735,1335,2
5.3,1.6,44,4076,2,999,3,5,3731,1579,1155,2
3.3,0,52,8794,2,1197,4,4.8,3845,1735,1335,2
11.8,2,54,34791,2,998,3,4.7,3655,1620,1340,2
4.2,3.2,45,7788,6,1493,4,5.2,4300,1790,1720,3
6.2,3.2,35,4076,6,1493,4,5.2,4300,1790,1720,3
11,0.8,49,7788,6,1493,4,5.2,4300,1790,1720,3
0.2,2.8,37,27003,2,998,3,4.7,3655,1620,1340,2
0.9,3,54,4990,2,1197,4,4.8,3845,1735,1335,2
0.9,0.2,36,8794,2,796,3,4.6,3445,1515,1185,0
6.9,3.2,49,73430,2,796,3,4.6,3445,1515,1185,0
11.2,3.2,47,8794,6,1197,4,4.85,3990,1745,1410,0
2.1,1.6,45,8794,2,998,3,4.7,3655,1620,1340,2
11.7,0.8,58,73430,2,1197,4,4.8,3845,1735,1335,2
12.4,0.6,37,290,2,1197,4,4.8,3995,1735,1335,2
9.7,2,39,16206,2,998,3,4.7,3655,1620,1340,2
11,3,37,8794,6,1493,4,5.2,4300,1790,1720,3
0.8,2.2,43,73430,2,1498,4,4.9,3995,1695,1051,4
1.8,2.4,49,17804,6,1493,4,5.2,4300,1790,1720,3
10.2,3.4,43,5410,6,1493,4,5.2,4300,1790,1720,3
11.9,0.8,39,7788,2,1197,4,4.8,3845,1735,1335,2
3.3,2,49,8794,2,1197,4,4.8,3995,1735,1335,2
11.3,0.2,58,27003,6,1493,4,5.2,4300,1790,1720,3
2,0,37,4076,2,796,3,4.6,3445,1515,1185,0
1,1.4,47,17804,6,1493,4,5.2,4300,1790,1720,3
2.5,0,48,8794,6,1493,4,5.2,4300,1790,1720,3
1,2.4,36,17804,2,999,3,5,3731,1579,1155,2
4.1,0.2,39,4076,2,796,3,4.6,3445,1515,1185,0
3.6,1.8,44,8794,2,1197,4,4.8,3845,1735,1335,2
10.2,0.4,58,73430,6,1493,4,5.2,4300,1790,1720,3
2.1,0,54,8794,2,1197,4,4.8,3845,1735,1335,2
0.2,1.6,40,34738,6,1493,4,5.2,4300,1790,1720,3
5.1,2.6,37,34738,2,999,3,5,3731,1579,1155,2
11.6,0.4,40,17804,6,1493,4,5.2,4300,1790,1720,3
0.6,0,46,6112,2,796,3,4.6,3445,1515,1185,0
3.6,0.2,45,16733,2,796,3,4.6,3445,1515,1185,0
3.5,2.4,40,5410,2,998,3,4.7,3655,1620,1340,2
2.5,0.6,60,8794,2,796,3,4.6,3445,1515,1185,0
12.1,0.6,58,8794,2,1197,4,4.8,3845,1735,1335,2
9.6,3.8,50,8794,2,1197,4,4.8,3845,1735,1335,2
10.9,3.6,40,8794,6,1493,4,5.2,4300,1790,1720,3
1.7,1.4,53,8794,6,1493,4,5.2,4300,1790,1720,3
8.1,0.6,46,27742,2,999,3,5,3731,1579,1155,2
0.9,2.2,37,27742,6,1493,4,5.2,4300,1790,1720,3
2.9,0.4,39,27742,2,796,3,4.6,3445,1515,1185,0
5.3,1.6,42,6112,6,1197,4,4.85,3990,1745,1410,0
12.3,2.8,47,27003,2,1197,4,4.8,3845,1735,1335,2
12.4,0.2,56,5410,6,1493,4,5.2,4300,1790,1720,3
11.8,2.4,52,27742,6,1493,4,5.2,4300,1790,1720,3
0.9,2.2,43,73430,6,1493,4,5.2,4300,1790,1720,3
12.1,2.2,43,7788,6,1493,4,5.2,4300,1790,1720,3
8.2,0.6,39,27003,2,1197,4,4.8,3845,1735,1335,2
11.1,1.6,38,27003,6,1493,4,5.2,4300,1790,1720,3
3.1,0.2,37,34738,2,796,3,4.6,3445,1515,1185,0
7.5,2.2,39,4076,2,1197,4,4.8,3995,1735,1335,2
8.3,0.2,41,34738,2,796,3,4.6,3445,1515,1185,0
12.2,1.2,39,8794,2,1498,4,4.9,3995,1695,1051,4
10.5,4,55,5410,6,1493,4,5.2,4300,1790,1720,3
13.9,0,36,3264,2,1197,4,4.8,3845,1735,1335,2
11.1,0.8,57,8794,6,1197,4,4.85,3990,1745,1410,0
2.2,0.8,47,73430,2,1197,4,4.8,3845,1735,1335,2
6,2,41,73430,6,1493,4,5.2,4300,1790,1720,3
1.1,3.6,42,7788,6,1493,4,5.2,4300,1790,1720,3
11.1,1.8,50,27003,2,1197,4,4.8,3845,1735,1335,2
11.6,1.6,36,4076,6,1493,4,5.2,4300,1790,1720,3
5.8,1.6,57,4076,6,1493,4,5.2,4300,1790,1720,3
0.5,1,45,34791,2,796,3,4.6,3445,1515,1185,0
5.3,2.8,37,27003,6,1493,4,5.2,4300,1790,1720,3
1.7,1.8,47,34738,2,1497,4,5,3990,1755,1490,5
7.5,0.6,47,5410,2,1197,4,4.8,3845,1735,1335,2
12.4,1.6,37,5410,2,1197,4,4.8,3845,1735,1335,2
3.2,1,40,73430,2,796,3,4.6,3445,1515,1185,0
10.8,1.2,54,8794,2,1197,4,4.8,3845,1735,1335,2
11.8,3.8,55,7788,6,1493,4,5.2,4300,1790,1720,3
11.8,2.4,54,73430,6,1493,4,5.2,4300,1790,1720,3
5.2,1,41,27003,6,1493,4,5.2,4300,1790,1720,3
10,0.4,44,8794,6,1493,4,5.2,4300,1790,1720,3
2.6,1.6,49,13051,6,1493,4,5.2,4300,1790,1720,3
11.4,0.4,56,7788,2,999,3,5,3731,1579,1155,2
0.4,2,56,73430,2,796,3,4.6,3445,1515,1185,0
3.7,1,58,8794,2,1197,4,4.8,3845,1735,1335,2
12,0.4,41,5410,2,999,3,5,3731,1579,1155,2
2.4,0,56,73430,2,796,3,4.6,3445,1515,1185,0
2.7,0.6,35,17804,2,796,3,4.6,3445,1515,1185,0
10.6,1.4,36,34738,2,1197,4,4.8,3845,1735,1335,2
11.6,1.2,39,6108,2,1199,3,5.1,3993,1811,1660,5
5.2,2,35,8794,2,998,3,4.7,3655,1620,1340,2
2.8,0,64,17804,2,796,3,4.6,3445,1515,1185,0
0.7,0.2,36,34738,2,1197,4,4.8,3995,1735,1335,2
10.7,1,38,34738,2,796,3,4.6,3445,1515,1185,0
5.3,0.2,45,34738,2,1197,4,4.8,3845,1735,1335,2
5.9,0.4,35,5410,2,796,3,4.6,3445,1515,1185,0
1.2,1.6,45,27003,2,1197,4,4.8,3995,1735,1335,2
10.2,3,43,7788,6,1493,4,5.2,4300,1790,1720,3
10.3,1.8,36,34791,2,998,3,4.7,3655,1620,1340,2
11.6,0.2,60,13051,2,796,3,4.6,3445,1515,1185,0
9.9,1.8,51,8794,6,1493,4,5.2,4300,1790,1720,3
6.7,3,41,8794,2,1197,4,4.8,3845,1735,1335,2
8.1,2,45,4990,2,796,3,4.6,3445,1515,1185,0
10,1.6,64,8794,2,999,3,5,3731,1579,1155,2
10.5,5,45,8794,6,1493,4,5.2,4300,1790,1720,3
4.1,0.6,59,27003,2,796,3,4.6,3445,1515,1185,0
12.4,1,37,8794,6,1493,4,5.2,4300,1790,1720,3
2.8,0,39,27003,6,1493,4,5.2,4300,1790,1720,3
1.7,1.2,62,7788,6,1493,4,5.2,4300,1790,1720,3
10.5,1.4,65,8794,2,1197,4,4.8,3845,1735,1335,2
10.1,0.4,48,27003,2,1197,4,4.8,3845,1735,1335,2
12.3,0.2,36,27003,6,1493,4,5.2,4300,1790,1720,3
4.3,0,36,6112,2,796,3,4.6,3445,1515,1185,0
1.8,1.4,37,5410,2,1498,4,4.9,3995,1695,1051,4
0.2,0,58,8794,6,1493,4,5.2,4300,1790,1720,3
0.1,1,39,34738,6,1197,4,4.85,3990,1745,1410,0
3.7,2.4,47,8794,6,1493,4,5.2,4300,1790,1720,3
9.1,2.8,44,27003,6,1493,4,5.2,4300,1790,1720,3
10.2,2.2,48,6112,6,1493,4,5.2,4300,1790,1720,3
3.1,6.2,44,290,2,998,3,4.7,3655,1620,1340,2
4.9,0.4,40,21622,2,796,3,4.6,3445,1515,1185,0
2.8,3.4,47,27003,2,998,3,4.7,3655,1620,1340,2
11.8,1.8,35,34738,2,1497,4,5,3990,1755,1490,5
3.2,1.6,46,6112,2,1197,4,4.8,3845,1735,1335,2
7.6,1,46,27003,2,1197,4,4.8,3845,1735,1335,2
4.8,1.2,40,27003,2,1197,4,4.8,3995,1735,1335,2
11.6,1.8,66,8794,6,1493,4,5.2,4300,1790,1720,3
3.6,0.8,47,34738,2,796,3,4.6,3445,1515,1185,0
0.9,0,41,73430,1,1196,4,4.5,3675,1475,1510,0
0.4,0,49,17804,2,796,3,4.6,3445,1515,1185,0
11.7,4.6,62,8794,2,1197,4,4.8,3845,1735,1335,2
1,0.4,47,34738,2,796,3,4.6,3445,1515,1185,0
9.9,1.4,37,8794,2,1197,4,4.8,3845,1735,1335,2
0.4,0,54,27003,2,796,3,4.6,3445,1515,1185,0
9,1,43,27003,2,1197,4,4.8,3845,1735,1335,2
5.9,0.2,47,34738,2,796,3,4.6,3445,1515,1185,0
0.5,1.2,45,8794,6,1493,4,5.2,4300,1790,1720,3
7.9,3.2,62,34738,2,998,3,4.7,3655,1620,1340,2
4.6,0.2,47,34738,2,796,3,4.6,3445,1515,1185,0
10.1,0.8,41,34738,2,796,3,4.6,3445,1515,1185,0
0.3,0,51,34738,2,796,3,4.6,3445,1515,1185,0
10.5,0.2,35,7788,2,1197,4,4.8,3845,1735,1335,2
10,2.8,40,8794,6,1493,4,5.2,4300,1790,1720,3
0.8,0.6,44,4990,2,796,3,4.6,3445,1515,1185,0
2.3,1.2,35,27003,2,796,3,4.6,3445,1515,1185,0
11.8,0.2,59,4076,2,1197,4,4.8,3845,1735,1335,2
